title,token,no_stopwords,processed,emoji,mention,hashtag,jumlah_emoji,jumlah_mention,jumlah_hashtag
Semua ada kekurangan dan kelebihannya Kak.... Yang terpenting yang menjalani enjoy tidak terpaksa dan mengambil keputusannya tidak dengan emosi..... Karena semua ada konsekuensinya,"[semua, ada, kekurangan, dan, kelebihannya, kak, yang, terpenting, yang, menjalani, enjoy, tidak, terpaksa, dan, mengambil, keputusannya, tidak, dengan, emosi, karena, semua, ada, konsekuensinya]","[semua, kekurangan, kelebihannya, kak, terpenting, menjalani, enjoy, terpaksa, mengambil, keputusannya, dengan, emosi, semua, konsekuensinya]",semua kurang lebih kak penting jalan enjoy paksa ambil putus dengan emosi semua konsekuensi,,,,0,0,0
realistis aja lah,"[realistis, aja, lah]","[realistis, lah]",realistis lah,,,,0,0,0
"menurut saya memang kabur aja dulu lebih baik mbak fina, karena skil kita lebih di hargain ketimbang di negara kita ini, belum lagi budaya korupsi di negara kita adalah penghambatan untuk negara kita menjadi negara maju 🙏","[menurut, saya, memang, kabur, aja, dulu, lebih, baik, mbak, fina, karena, skil, kita, lebih, di, hargain, ketimbang, di, negara, kita, ini, belum, lagi, budaya, korupsi, di, negara, kita, adalah, penghambatan, untuk, negara, kita, menjadi, negara, maju]","[saya, memang, kabur, dulu, lebih, baik, mbak, fina, skil, lebih, hargain, ketimbang, negara, ini, lagi, budaya, korupsi, negara, adalah, penghambatan, negara, menjadi, negara, maju]",saya memang kabur dulu lebih baik mbak fina skil lebih hargain ketimbang negara ini lagi budaya korupsi negara adalah hambat negara jadi negara maju,🙏,,,1,0,0
lowongan gak ada nih?,"[lowongan, gak, ada, nih]",[lowongan],lowong,,,,0,0,0
"lagian idup butuu duit kali, bukan cuma nasionalisme doang hadeh","[lagian, idup, butuu, duit, kali, bukan, cuma, nasionalisme, doang, hadeh]","[lagian, idup, butuu, duit, bukan, cuma, nasionalisme, doang, hadeh]",lagi idup butuu duit bukan cuma nasionalisme doang hadeh,,,,0,0,0
"gak bakal mikir #kaburaja dulu sih kalo instansi impianku gak mengharuskan lulusan dari jurusan dengan akreditasi A, padahal jurusanku sangat amat linier dengan pekerjaan tersebut, setidaknya jika cita2 ku tidak bisa terwujud di negara ini kabur ke luar negeri tidak akan membunuh mimpi adek adekku🫂🥹","[gak, bakal, mikir, dulu, sih, kalo, instansi, impianku, gak, mengharuskan, lulusan, dari, jurusan, dengan, akreditasi, a, padahal, jurusanku, sangat, amat, linier, dengan, pekerjaan, tersebut, setidaknya, jika, cita, ku, tidak, bisa, terwujud, di, negara, ini, kabur, ke, luar, negeri, tidak, akan, membunuh, mimpi, adek, adekku]","[bakal, mikir, dulu, kalo, instansi, impianku, mengharuskan, lulusan, jurusan, akreditasi, a, padahal, jurusanku, sangat, linier, pekerjaan, tersebut, jika, cita, ku, bisa, terwujud, negara, kabur, luar, negeri, akan, membunuh, mimpi, adek, adekku]",bakal mikir dulu kalo instansi impi harus lulus jurus akreditasi a padahal jurus sangat linier kerja sebut jika cita ku bisa wujud negara kabur luar negeri akan bunuh mimpi adek adekku,🫂🥹,,#kaburaja,2,0,1
kasih tips dong ngelamar yg non pengalaman,"[kasih, tips, dong, ngelamar, yg, non, pengalaman]","[kasih, tips, dong, ngelamar, non, pengalaman]",kasih tips dong ngelamar non alam,,,,0,0,0
"klo kerja di LN ok, tp No untuk pindah kewarganegaraan","[klo, kerja, di, ln, ok, tp, no, untuk, pindah, kewarganegaraan]","[klo, kerja, ln, tp, no, pindah, kewarganegaraan]",klo kerja ln tp no pindah kewarganegaraan,,,,0,0,0
"takut klo menyuarakan hastag kabur aja dulu..mlh nanti pemerintah mendesak lpk"" untuk mempersulit orng"" yg ingin kerja d luar negri🙏..mana aku belum kabur lagi🗿","[takut, klo, menyuarakan, hastag, kabur, aja, dulu, mlh, nanti, pemerintah, mendesak, lpk, untuk, mempersulit, orng, yg, ingin, kerja, d, luar, negri, mana, aku, belum, kabur, lagi]","[takut, klo, menyuarakan, hastag, kabur, dulu, mlh, pemerintah, mendesak, lpk, mempersulit, orng, kerja, d, luar, negri, mana, aku, kabur]",takut klo suara hastag kabur dulu mlh perintah desak lpk sulit orng kerja d luar negri mana aku kabur,🙏🗿,,,2,0,0
"Iya mba, salah satu faktor utamanya adalah ORDAL. Rekrutmen BUMN itu sangat parah ORDAL nya.","[iya, mba, salah, satu, faktor, utamanya, adalah, ordal, rekrutmen, bumn, itu, sangat, parah, ordal, nya]","[mba, salah, satu, faktor, utamanya, ordal, rekrutmen, bumn, sangat, parah, ordal]",mba salah satu faktor utama ordal rekrutmen bumn sangat parah ordal,,,,0,0,0
sakit emang nih negara konoha,"[sakit, emang, nih, negara, konoha]","[sakit, emang, negara, konoha]",sakit emang negara konoha,,,,0,0,0
itumah penjabat takut uang masuknya turun🤭😹,"[itumah, penjabat, takut, uang, masuknya, turun]","[itumah, penjabat, takut, uang, masuknya, turun]",itumah jabat takut uang masuk turun,🤭😹,,,2,0,0
"Kalau saya d Australia mungkin sdh jadi bos andlaan bos besar,soalnya saya d indo, saya kerja gak pernah sakit gak pernah libur sellalu d siplin waktu","[kalau, saya, d, australia, mungkin, sdh, jadi, bos, andlaan, bos, besar, soalnya, saya, d, indo, saya, kerja, gak, pernah, sakit, gak, pernah, libur, sellalu, d, siplin, waktu]","[kalau, d, australia, mungkin, sdh, bos, andlaan, bos, besar, soalnya, d, indo, kerja, pernah, sakit, pernah, libur, sellalu, d, siplin, waktu]",kalau d australia mungkin sdh bos andlaan bos besar soal d indo kerja pernah sakit pernah libur sellalu d siplin waktu,,,,0,0,0
"lebih baik kaburr ka... di luar negeri gak di cek cantik atau jelek biar bisa kerja, gak banyak drama kaya di negara konoha... yg kerjanya loyal tanpa batas tapi gajinya gak sesuai😂","[lebih, baik, kaburr, ka, di, luar, negeri, gak, di, cek, cantik, atau, jelek, biar, bisa, kerja, gak, banyak, drama, kaya, di, negara, konoha, yg, kerjanya, loyal, tanpa, batas, tapi, gajinya, gak, sesuai]","[lebih, baik, kaburr, ka, luar, negeri, cek, cantik, jelek, biar, kerja, banyak, drama, kaya, negara, konoha, kerjanya, loyal, batas, gajinya, sesuai]",lebih baik kaburr ka luar negeri cek cantik jelek biar kerja banyak drama kaya negara konoha kerja loyal batas gaji sesuai,😂,,,1,0,0
kipk aj mungkin bakalan TDK kuliah,"[kipk, aj, mungkin, bakalan, tdk, kuliah]","[kipk, aj, mungkin, bakalan, kuliah]",kipk aj mungkin bakal kuliah,,,,0,0,0
menurt saya sih mba pemerintahanya aja yg kabur 😂🙏,"[menurt, saya, sih, mba, pemerintahanya, aja, yg, kabur]","[menurt, mba, pemerintahanya, kabur]",menurt mba pemerintahanya kabur,😂🙏,,,2,0,0
"ormas suka minta jatah preman, korup, hukum tumpul. pengusaha yg mau buka usaha di indo pada kabur lah, jadinya lapangan kerja segitu2 aja 🥺","[ormas, suka, minta, jatah, preman, korup, hukum, tumpul, pengusaha, yg, mau, buka, usaha, di, indo, pada, kabur, lah, jadinya, lapangan, kerja, segitu, aja]","[ormas, suka, minta, jatah, preman, korup, hukum, tumpul, pengusaha, mau, buka, usaha, indo, kabur, lah, jadinya, lapangan, kerja, segitu]",ormas suka minta jatah preman korup hukum tumpul usaha mau buka usaha indo kabur lah jadi lapang kerja segitu,🥺,,,1,0,0
"trus saya kerja remot gimana ?
orderan dari jepang,China,Amrik.
apa kabur juga ? 🗿","[trus, saya, kerja, remot, gimana, orderan, dari, jepang, china, amrik, apa, kabur, juga]","[trus, kerja, remot, gimana, orderan, jepang, china, amrik, apa, kabur]",trus kerja remot gimana order jepang china amrik apa kabur,🗿,,,1,0,0
"tapi emang bener sih, rata rata orang indo yang kerja ke luar negeri hidupnya lebih maju. contohnya yang tadinya blm punya rumah jadi mampu beli rumah atau yang udah punya rumah bisa renov lebih baguslah lg, bisa buka usaha yaaa pokoknya ga bisa kita pungkiri mereka kerja bisa buat beli aset. dibandingkan kita yang kerja di indo yang ga punya jabatan, yang pendidikanya pas pasan, dpt kerja aja udh syukur alhamdulillah bgt, dgn pendapatan yang beragam ada yg umr, di bawah umr, di atas umr. menurut saya pendapatan di indo itu cuman bisa buat kebutuhan sehari hari, kalo untuk inves blm bisa, makanya banyak orang lanjut usia ttp kerja.","[tapi, emang, bener, sih, rata, rata, orang, indo, yang, kerja, ke, luar, negeri, hidupnya, lebih, maju, contohnya, yang, tadinya, blm, punya, rumah, jadi, mampu, beli, rumah, atau, yang, udah, punya, rumah, bisa, renov, lebih, baguslah, lg, bisa, buka, usaha, yaaa, pokoknya, ga, bisa, kita, pungkiri, mereka, kerja, bisa, buat, beli, aset, dibandingkan, kita, yang, kerja, di, indo, yang, ga, punya, jabatan, yang, pendidikanya, pas, pasan, dpt, kerja, aja, udh, syukur, alhamdulillah, bgt, dgn, pendapatan, yang, beragam, ada, yg, umr, di, bawah, umr, di, atas, umr, menurut, saya, pendapatan, di, indo, itu, cuman, bisa, buat, kebutuhan, sehari, hari, kalo, untuk, inves, blm, bisa, makanya, banyak, orang, lanjut, usia, ttp, kerja]","[emang, bener, rata, rata, orang, indo, kerja, luar, negeri, hidupnya, lebih, maju, contohnya, tadinya, blm, punya, rumah, mampu, beli, rumah, punya, rumah, renov, lebih, baguslah, lg, buka, usaha, yaaa, pokoknya, pungkiri, kerja, buat, beli, aset, dibandingkan, kita, kerja, indo, punya, jabatan, yang, pendidikanya, pas, pasan, dpt, kerja, syukur, alhamdulillah, bgt, pendapatan, yang, beragam, umr, bawah, umr, atas, umr, saya, pendapatan, indo, cuman, buat, kebutuhan, sehari, hari, kalo, inves, blm, makanya, banyak, orang, lanjut, usia, ttp, kerja]",emang bener rata rata orang indo kerja luar negeri hidup lebih maju contoh tadi blm punya rumah mampu beli rumah punya rumah renov lebih bagus lg buka usaha yaaa pokok pungkiri kerja buat beli aset banding kita kerja indo punya jabat yang kanya pas pas dpt kerja syukur alhamdulillah bgt dapat yang agam umr bawah umr atas umr saya dapat indo cuman buat butuh hari hari kalo inves blm makanya banyak orang lanjut usia ttp kerja,,,,0,0,0
keluar negeri woee keluar. awalnya berat tp nnti bakalan nikmati hasil kok dlm kurun wkt bbrpa taun. Dr pd d negara sendiri sengsara seumur hidup😂 tanya yg korupsi tuh nasionalisme 😂,"[keluar, negeri, woee, keluar, awalnya, berat, tp, nnti, bakalan, nikmati, hasil, kok, dlm, kurun, wkt, bbrpa, taun, dr, pd, d, negara, sendiri, sengsara, seumur, hidup, tanya, yg, korupsi, tuh, nasionalisme]","[keluar, negeri, woee, keluar, awalnya, berat, tp, nnti, bakalan, nikmati, hasil, dlm, kurun, wkt, bbrpa, taun, dr, pd, d, negara, sendiri, sengsara, seumur, hidup, tanya, korupsi, tuh, nasionalisme]",keluar negeri woee keluar awal berat tp nnti bakal nikmat hasil dlm kurun wkt bbrpa taun dr pd d negara sendiri sengsara umur hidup tanya korupsi tuh nasionalisme,😂😂,,,2,0,0
"Pgn bgt kabur aja dulu dr 2022 tp gak berangkat""🥺😌","[pgn, bgt, kabur, aja, dulu, dr, tp, gak, berangkat]","[pgn, bgt, kabur, dulu, dr, tp, berangkat]",pgn bgt kabur dulu dr tp berangkat,🥺😌,,,2,0,0
"biaya kuliah ratusan juta untuk gaji 1,2 juta😌","[biaya, kuliah, ratusan, juta, untuk, gaji, juta]","[biaya, kuliah, ratusan, juta, gaji, juta]",biaya kuliah ratus juta gaji juta,😌,,,1,0,0
Menurut ku semua kembali ke individu nya sendiri sich,"[menurut, ku, semua, kembali, ke, individu, nya, sendiri, sich]","[ku, semua, ke, individu, sendiri, sich]",ku semua ke individu sendiri sich,,,,0,0,0
#kaburajadulu,[],[],,,,#kaburajadulu,0,0,1
"Bener banget, aku ngerasain itu🥺","[bener, banget, aku, ngerasain, itu]","[bener, banget, aku, ngerasain]",bener banget aku ngerasain,🥺,,,1,0,0
"itu yg bilang lulusan s1 susah nyari kerja, harus nya lu nyiptain lapangan bukan mlh nyari kerja","[itu, yg, bilang, lulusan, s, susah, nyari, kerja, harus, nya, lu, nyiptain, lapangan, bukan, mlh, nyari, kerja]","[bilang, lulusan, s, susah, nyari, kerja, nyiptain, lapangan, bukan, mlh, nyari, kerja]",bilang lulus s susah nyari kerja nyiptain lapang bukan mlh nyari kerja,,,,0,0,0
krn persyaratan untuk cari kerja ribet,"[krn, persyaratan, untuk, cari, kerja, ribet]","[krn, persyaratan, cari, kerja, ribet]",krn syarat cari kerja ribet,,,,0,0,0
saya si pro,"[saya, si, pro]","[si, pro]",si pro,,,,0,0,0
"indonesia lucu gaji S1 guru nonAsn, kalah sama gaji kuli bangunan 😭😭 dan masih bnyk lagi sarjana gajinya gak sampe 1 jt 😭😥 miris","[indonesia, lucu, gaji, s, guru, nonasn, kalah, sama, gaji, kuli, bangunan, dan, masih, bnyk, lagi, sarjana, gajinya, gak, sampe, jt, miris]","[indonesia, lucu, gaji, s, guru, nonasn, kalah, sama, gaji, kuli, bangunan, masih, bnyk, sarjana, gajinya, sampe, jt, miris]",indonesia lucu gaji s guru nonasn kalah sama gaji kuli bangun masih bnyk sarjana gaji sampe jt miris,😭😭😭😥,,,4,0,0
Menurut saya #kaburajadulu karena kena phk di usia 32thn nyari kerja lg susah jd nya kerja apa aja deh. Syarat kerja ga masuk akal,"[menurut, saya, karena, kena, phk, di, usia, thn, nyari, kerja, lg, susah, jd, nya, kerja, apa, aja, deh, syarat, kerja, ga, masuk, akal]","[saya, kena, phk, usia, thn, nyari, kerja, lg, susah, kerja, apa, syarat, kerja, masuk, akal]",saya kena phk usia thn nyari kerja lg susah kerja apa syarat kerja masuk akal,,,#kaburajadulu,0,0,1
"saya lulusan S2 bahasa Inggris cuma bisa jadi guru part time kursus bahasa inggris. InsyaAllah ikut WHV tahun ini, modal rekening koran udah ada","[saya, lulusan, s, bahasa, inggris, cuma, bisa, jadi, guru, part, time, kursus, bahasa, inggris, insyaallah, ikut, whv, tahun, ini, modal, rekening, koran, udah, ada]","[lulusan, s, bahasa, inggris, cuma, guru, part, time, kursus, bahasa, inggris, insyaallah, ikut, whv, tahun, modal, rekening, koran]",lulus s bahasa inggris cuma guru part time kursus bahasa inggris insyaallah ikut whv tahun modal rekening koran,,,,0,0,0
"gaji under 2jt persyaratan ribet pake banget, this is konoha","[gaji, under, jt, persyaratan, ribet, pake, banget, this, is, konoha]","[gaji, under, jt, persyaratan, ribet, pake, banget, this, is, konoha]",gaji under jt syarat ribet pake banget this is konoha,,,,0,0,0
"tapi emang nyatanya sulid kan nyari kerja di negara konoha kak, di tambah lagi dgn persyaratan tes bla bla bla🤣","[tapi, emang, nyatanya, sulid, kan, nyari, kerja, di, negara, konoha, kak, di, tambah, lagi, dgn, persyaratan, tes, bla, bla, bla]","[emang, nyatanya, sulid, nyari, kerja, negara, konoha, kak, tambah, persyaratan, tes, bla, bla, bla]",emang nyata sulid nyari kerja negara konoha kak tambah syarat tes bla bla bla,🤣,,,1,0,0
bismillah habis lebaran #kaburajadulu,"[bismillah, habis, lebaran]","[bismillah, habis, lebaran]",bismillah habis lebaran,,,#kaburajadulu,0,0,1
"mbak vina tetep netral yaaa, jangan dukung satu sisi 😁","[mbak, vina, tetep, netral, yaaa, jangan, dukung, satu, sisi]","[mbak, vina, tetep, netral, yaaa, jangan, dukung, satu, sisi]",mbak vina tetep netral yaaa jangan dukung satu sisi,😁,,,1,0,0
ayok kita berusaha kumpulin duit dulu disini untuk bisa kabur dan hidup disana😭 #kaburajadulu,"[ayok, kita, berusaha, kumpulin, duit, dulu, disini, untuk, bisa, kabur, dan, hidup, disana]","[ayok, berusaha, kumpulin, duit, dulu, disini, bisa, kabur, hidup, disana]",ayok usaha kumpulin duit dulu sini bisa kabur hidup sana,😭,,#kaburajadulu,1,0,1
terlalu bnyk org jahat dikonoha kak. udah muak pingin hidup tenang saling menghargai manusia😅 saya udah 10th di jp😁,"[terlalu, bnyk, org, jahat, dikonoha, kak, udah, muak, pingin, hidup, tenang, saling, menghargai, manusia, saya, udah, th, di, jp]","[terlalu, bnyk, org, jahat, dikonoha, kak, muak, pingin, hidup, tenang, saling, menghargai, manusia, th, jp]",terlalu bnyk org jahat dikonoha kak muak pingin hidup tenang saling harga manusia th jp,😅😁,,,2,0,0
"kalau semua nya kabur ya mereka senang dgn gampang menguasai negri ini, 😂🤣","[kalau, semua, nya, kabur, ya, mereka, senang, dgn, gampang, menguasai, negri, ini]","[kalau, semua, kabur, mereka, senang, gampang, menguasai, negri]",kalau semua kabur mereka senang gampang kuasa negri,😂🤣,,,2,0,0
statement pejabat skrng itu klo mau ditanggapi hanya membuat kita hidup dlm masa kebodohan🤣,"[statement, pejabat, skrng, itu, klo, mau, ditanggapi, hanya, membuat, kita, hidup, dlm, masa, kebodohan]","[statement, pejabat, skrng, klo, mau, ditanggapi, membuat, hidup, dlm, masa, kebodohan]",statement jabat skrng klo mau tanggap buat hidup dlm masa bodoh,🤣,,,1,0,0
#kaburajadulu,[],[],,,,#kaburajadulu,0,0,1
Come to Japan @zhrfx,"[come, to, japan]","[come, to, japan]",come to japan,,@zhrfx,,0,1,0
mulai dari jurusan kuliah gak berguna🗿,"[mulai, dari, jurusan, kuliah, gak, berguna]","[mulai, jurusan, kuliah, berguna]",mulai jurus kuliah guna,🗿,,,1,0,0
Pengen kabur ke Jepang😭,"[pengen, kabur, ke, jepang]","[pengen, kabur, jepang]",ken kabur jepang,😭,,,1,0,0
pindah aja yok,"[pindah, aja, yok]","[pindah, yok]",pindah yok,,,,0,0,0
"""sampai lapangan kerja yang DIANGGAP minim"", lah emang minim😶lapangan kerja minim Gaji/Upah minim Fakta nya di lapangan emang begitu🙃","[sampai, lapangan, kerja, yang, dianggap, minim, lah, emang, minimlapangan, kerja, minim, gaji, upah, minim, fakta, nya, di, lapangan, emang, begitu]","[lapangan, kerja, dianggap, minim, lah, emang, minimlapangan, kerja, minim, gaji, upah, minim, fakta, lapangan, emang]",lapang kerja anggap minim lah emang minimlapangan kerja minim gaji upah minim fakta lapang emang,😶🙃,,,2,0,0
nahh ambil satu sorang🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦bayar guna like ok ingat,"[nahh, ambil, satu, sorangbayar, guna, like, ok, ingat]","[nahh, ambil, satu, sorangbayar, like, ingat]",nahh ambil satu sorangbayar like ingat,🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦🍦,,,77,0,0
kerjaan untuk orang bunting apa kak😭😬,"[kerjaan, untuk, orang, bunting, apa, kak]","[kerjaan, orang, bunting, apa, kak]",kerja orang bunting apa kak,😭😬,,,2,0,0
"pengen #kaburajadulu , tapi aku udh mau nikah😮‍💨","[pengen, tapi, aku, udh, mau, nikah]","[pengen, aku, mau, nikah]",ken aku mau nikah,😮💨,,#kaburajadulu,2,0,1
kabur2🔥🔥🔥,[kabur],[kabur],kabur,🔥🔥🔥,,,3,0,0
apakah gaji Indonesia bakal naik?😒,"[apakah, gaji, indonesia, bakal, naik]","[gaji, indonesia, bakal, naik]",gaji indonesia bakal naik,😒,,,1,0,0
Kak Vina.,"[kak, vina]","[kak, vina]",kak vina,,,,0,0,0
7 thn tetap stay di taiwan 😂,"[thn, tetap, stay, di, taiwan]","[thn, tetap, stay, taiwan]",thn tetap stay taiwan,😂,,,1,0,0
"kalau saya mending di Indonesia,
itu yang kabur"", jiwa jiwa penikmat hasil instan semua","[kalau, saya, mending, di, indonesia, itu, yang, kabur, jiwa, jiwa, penikmat, hasil, instan, semua]","[kalau, mending, indonesia, yang, kabur, jiwa, jiwa, penikmat, hasil, instan, semua]",kalau mending indonesia yang kabur jiwa jiwa nikmat hasil instan semua,,,,0,0,0
"minta tolong sama mata-mata (spy) negara lain aja,, bocorin data data negara,, pasti banyak NGO yg mau menampung","[minta, tolong, sama, mata, mata, spy, negara, lain, aja, bocorin, data, data, negara, pasti, banyak, ngo, yg, mau, menampung]","[minta, sama, mata, mata, spy, negara, bocorin, data, data, negara, banyak, ngo, mau, menampung]",minta sama mata mata spy negara bocorin data data negara banyak ngo mau tampung,,,,0,0,0
