"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","processed","sentiment_label","likes","reply_count","created_time_formatted"
"giaa.’s comment: gimana mau betah di indonesia cari kerja ge speknya tinggi langsing umur muda😭😭","gimana mau betah di indonesia cari kerja ge speknya tinggi langsing umur muda😭😭","gimana mau betah di indonesia cari kerja ge speknya tinggi langsing umur muda","bagaimana mau betah di indonesia cari kerja ge speknya tinggi langsing umur muda","['betah', 'indonesia', 'cari', 'kerja', 'ge', 'speknya', 'langsing', 'umur', 'muda']","betah indonesia cari kerja ge speknya langsing umur muda","negatif","1","0","2025-02-12 21:14:49"
"Angler pemula’s comment: kalo ada pindahan keluar negri gratis kabari saya,saya juga sudah muak tinggal di Indonesia","kalo ada pindahan keluar negri gratis kabari saya,saya juga sudah muak tinggal di Indonesia","kalo ada pindahan keluar negri gratis kabari sayasaya juga sudah muak tinggal di indonesia","kalau ada pindahan keluar negri gratis kabari sayasaya juga sudah muak tinggal di indonesia","['pindah', 'negri', 'gratis', 'kabar', 'sayasaya', 'muak', 'tinggal', 'indonesia']","pindah negri gratis kabar sayasaya muak tinggal indonesia","positif","0","0","2025-02-17 15:13:06"
"lana’s comment: 😭 klo diinget emosi kna tipu pas mau kerj dswiis dan ga jd 😭😭","😭 klo diinget emosi kna tipu pas mau kerj dswiis dan ga jd 😭😭","klo diinget emosi kna tipu pas mau kerj dswiis dan ga jd","kalau diinget emosi kna tipu pas mau kerj dswiis dan tidak jadi","['diinget', 'emosi', 'kna', 'tipu', 'pas', 'kerj', 'dswiis']","diinget emosi kna tipu pas kerj dswiis","negatif","0","0","2025-02-11 00:44:58"
"Go Block’s comment: Generasi2 muda mulai bekerja dan menetap di luar negri...
Indonesia mulai kehilangan SDM dan semakin sulit perekonomiannya.","Generasi2 muda mulai bekerja dan menetap di luar negri...
Indonesia mulai kehilangan SDM dan semakin sulit perekonomiannya.","generasi2 muda mulai bekerja dan menetap di luar negri indonesia mulai kehilangan sdm dan semakin sulit perekonomiannya","generasi2 muda mulai bekerja dan menetap di luar negri indonesia mulai kehilangan sdm dan semakin sulit perekonomiannya","['muda', 'tetap', 'negri', 'indonesia', 'hilang', 'sdm', 'sulit', 'ekonomi']","muda tetap negri indonesia hilang sdm sulit ekonomi","negatif","0","0","2025-02-14 23:49:07"
"ay.prakoso’s comment: cinta Indonesia tapi tidak dengan pemerintah dan penegak hukum nya.","cinta Indonesia tapi tidak dengan pemerintah dan penegak hukum nya.","cinta indonesia tapi tidak dengan pemerintah dan penegak hukum nya","cinta indonesia tapi tidak dengan pemerintah dan penegak hukum nya","['cinta', 'indonesia', 'perintah', 'tegak', 'hukum']","cinta indonesia perintah tegak hukum","negatif","0","0","2025-02-16 15:37:03"
"dasawilda 🍂(lejohoon)’s comment: perasaan yg Indi ke luar negeri malah makin sukses","perasaan yg Indi ke luar negeri malah makin sukses","perasaan yg indi ke luar negeri malah makin sukses","perasaan yang indi ke luar negeri malah makin sukses","['asa', 'indi', 'negeri', 'sukses']","asa indi negeri sukses","positif","1","0","2025-02-20 04:49:37"
"DEZ_ART’s comment: rakyat lebih pintar daripada pemerintah.","rakyat lebih pintar daripada pemerintah.","rakyat lebih pintar daripada pemerintah","rakyat lebih pintar daripada pemerintah","['rakyat', 'pintar', 'perintah']","rakyat pintar perintah","negatif","0","0","2025-02-15 23:37:58"
"Ita Irawati’s comment: nyuruh rakyat cinta NKRI tp yg berdasi kerjanya nyuri uang rakyat","nyuruh rakyat cinta NKRI tp yg berdasi kerjanya nyuri uang rakyat","nyuruh rakyat cinta nkri tp yg berdasi kerjanya nyuri uang rakyat","nyuruh rakyat cinta nkri tp yang berdasi kerjanya nyuri uang rakyat","['nyuruh', 'rakyat', 'cinta', 'nkri', 'tp', 'das', 'kerja', 'nyuri', 'uang', 'rakyat']","nyuruh rakyat cinta nkri tp das kerja nyuri uang rakyat","negatif","0","0","2025-02-16 07:42:43"
"Ta’s comment: mari kita sekalian cari pasangan disana biar blasteran😭","mari kita sekalian cari pasangan disana biar blasteran😭","mari kita sekalian cari pasangan disana biar blasteran","mari kita sekalian cari pasangan disana biar blasteran","['cari', 'pasang', 'sana', 'biar', 'blaster']","cari pasang sana biar blaster","positif","0","0","2025-02-19 07:08:40"
"fyrennn|’s comment: ya gimana ya, di konoha mau lamar kerja aja harus menguasai seluruh elemen bumi 🤭🤭","ya gimana ya, di konoha mau lamar kerja aja harus menguasai seluruh elemen bumi 🤭🤭","ya gimana ya di konoha mau lamar kerja aja harus menguasai seluruh elemen bumi","ya bagaimana ya di konoha mau lamar kerja aja harus menguasai seluruh elemen bumi","['konoha', 'lamar', 'kerja', 'aja', 'kuasa', 'elemen', 'bumi']","konoha lamar kerja aja kuasa elemen bumi","netral","1","0","2025-02-20 06:10:37"
"🚀☁️’s comment: @Suga'wife beb boleh di coba kaapa tg dua","@Suga'wife beb boleh di coba kaapa tg dua","wife beb boleh di coba kaapa tg dua","wife beb boleh di coba kaapa tg dua","['wife', 'beb', 'coba', 'kaapa', 'tg']","wife beb coba kaapa tg","netral","0","1","2025-02-20 08:05:28"
"Ullane’s comment: kocak","kocak","kocak","kocak","['kocak']","kocak","netral","1","0","2025-02-12 12:40:51"
"Ratna Sarah’s comment: nasionalisme cari kerja sulit bagi ank muda, korupsi makin selangit","nasionalisme cari kerja sulit bagi ank muda, korupsi makin selangit","nasionalisme cari kerja sulit bagi ank muda korupsi makin selangit","nasionalisme cari kerja sulit bagi ank muda korupsi makin selangit","['nasionalisme', 'cari', 'kerja', 'sulit', 'ank', 'muda', 'korupsi', 'langit']","nasionalisme cari kerja sulit ank muda korupsi langit","negatif","0","0","2025-02-17 00:11:24"
"Rell.’s comment: gimana kabur negara sendiri aja udh penuh tikus makan uang mending negara tetangga","gimana kabur negara sendiri aja udh penuh tikus makan uang mending negara tetangga","gimana kabur negara sendiri aja udh penuh tikus makan uang mending negara tetangga","bagaimana kabur negara sendiri aja sudah penuh tikus makan uang mending negara tetangga","['kabur', 'negara', 'aja', 'penuh', 'tikus', 'makan', 'uang', 'mending', 'negara', 'tetangga']","kabur negara aja penuh tikus makan uang mending negara tetangga","negatif","1","0","2025-02-14 07:40:02"
"C’s comment: itu aku dan aku
Amin.","itu aku dan aku
Amin.","itu aku dan aku amin","itu saya dan saya amin","['amin']","amin","positif","0","0","2025-02-11 13:25:27"
"berliannn...’s comment: Rakyat suruh nasionalis, tapi budaya makan uang rakyat banyak 😪","Rakyat suruh nasionalis, tapi budaya makan uang rakyat banyak 😪","rakyat suruh nasionalis tapi budaya makan uang rakyat banyak","rakyat suruh nasionalis tapi budaya makan uang rakyat banyak","['rakyat', 'suruh', 'nasionalis', 'budaya', 'makan', 'uang', 'rakyat']","rakyat suruh nasionalis budaya makan uang rakyat","negatif","0","0","2025-02-22 03:38:40"
"Semakin yakin pindah kewarganegaraan 🗿","Semakin yakin pindah kewarganegaraan 🗿","semakin yakin pindah kewarganegaraan","semakin yakin pindah kewarganegaraan","['pindah', 'kewarganegaraan']","pindah kewarganegaraan","positif","1","0","2025-02-12 07:14:25"
"yitno’s comment: terkadang ekpektasi sama kenyataan beda .","terkadang ekpektasi sama kenyataan beda .","terkadang ekpektasi sama kenyataan beda","terkadang ekpektasi sama kenyataan beda","['terkadang', 'ekpektasi', 'nyata', 'beda']","terkadang ekpektasi nyata beda","netral","0","0","2025-02-14 12:46:39"
"mamara’s comment: semoga sesegera mungkin bisa tinggal di luar negeri dengan suami dan anak². memulai dari 0 lagi mencari kehidupan yang lebih baik","semoga sesegera mungkin bisa tinggal di luar negeri dengan suami dan anak². memulai dari 0 lagi mencari kehidupan yang lebih baik","semoga sesegera mungkin bisa tinggal di luar negeri dengan suami dan anak² memulai dari 0 lagi mencari kehidupan yang lebih baik","semoga sesegera mungkin bisa tinggal di luar negeri dengan suami dan anak² memulai dari 0 lagi mencari kehidupan yang lebih baik","['moga', 'tinggal', 'negeri', 'suami', 'cari', 'hidup']","moga tinggal negeri suami cari hidup","positif","0","1","2025-02-14 10:53:44"
"Sri’s comment: KLO saya pilih kabur","KLO saya pilih kabur","klo saya pilih kabur","kalau saya pilih kabur","['pilih', 'kabur']","pilih kabur","negatif","0","0","2025-02-14 13:02:18"
"KL 04’s comment: kmi yg meragukan pejabat dlm negeri. 😅","kmi yg meragukan pejabat dlm negeri. 😅","kmi yg meragukan pejabat dlm negeri","kmi yang meragukan pejabat dlm negeri","['kmi', 'ragu', 'jabat', 'dlm', 'negeri']","kmi ragu jabat dlm negeri","negatif","1","0","2025-02-15 02:38:42"
"deeee💐’s comment: lhah kita disuruh sayang sama negara ..emang selama ini negara mikirin rakyatnya 😅","lhah kita disuruh sayang sama negara ..emang selama ini negara mikirin rakyatnya 😅","lhah kita disuruh sayang sama negara emang selama ini negara mikirin rakyatnya","lhah kita disuruh sayang sama negara memang selama ini negara mikirin rakyatnya","['lhah', 'suruh', 'sayang', 'negara', 'negara', 'mikirin', 'rakyat']","lhah suruh sayang negara negara mikirin rakyat","negatif","0","0","2025-02-19 09:39:04"
"firman gilang’s comment: tinggal bilang sebab rupiahnya makin melemah 😂","tinggal bilang sebab rupiahnya makin melemah 😂","tinggal bilang sebab rupiahnya makin melemah","tinggal bilang sebab rupiahnya makin melemah","['tinggal', 'bilang', 'rupiah', 'lemah']","tinggal bilang rupiah lemah","positif","2","0","2025-02-12 06:54:25"
"kalau para pejabat pnya nasionalisme,dia akan bekerja jujur,adil,bijaksana,,nah ini para tikuss haus ,,dihoekoem cma ....😂😂","kalau para pejabat pnya nasionalisme,dia akan bekerja jujur,adil,bijaksana,,nah ini para tikuss haus ,,dihoekoem cma ....😂😂","kalau para pejabat pnya nasionalismedia akan bekerja jujuradilbijaksananah ini para tikuss haus dihoekoem cma","kalau para pejabat pnya nasionalismedia akan bekerja jujuradilbijaksananah ini para tikuss haus dihoekoem cma","['jabat', 'pnya', 'nasionalismedia', 'jujuradilbijaksananah', 'tikuss', 'haus', 'dihoekoem', 'cma']","jabat pnya nasionalismedia jujuradilbijaksananah tikuss haus dihoekoem cma","negatif","0","0","2025-02-25 12:26:40"
"bapak malah mrk yg di kuar negri itu lbh nasionalis pak krn devisa terbanyak dr mrk","bapak malah mrk yg di kuar negri itu lbh nasionalis pak krn devisa terbanyak dr mrk","bapak malah mrk yg di kuar negri itu lbh nasionalis pak krn devisa terbanyak dr mrk","bapak malah mrk yang di kuar negri itu lbh nasionalis pak karena devisa terbanyak dari mrk","['mrk', 'kuar', 'negri', 'lbh', 'nasionalis', 'devisa', 'mrk']","mrk kuar negri lbh nasionalis devisa mrk","negatif","0","0","2025-02-18 03:20:10"
"mas Slamet’s comment: pada lebay","pada lebay","pada lebay","pada lebay","['lebay']","lebay","negatif","0","0","2025-02-10 09:57:53"
"Owl’s comment: Kan dulu si wowok udah kabur ke Yordania","Kan dulu si wowok udah kabur ke Yordania","kan dulu si wowok udah kabur ke yordania","kan dulu si wowok sudah kabur ke yordania","['wowok', 'kabur', 'yordania']","wowok kabur yordania","negatif","0","0","2025-02-20 17:10:22"
"Tr’s comment: negara sndri aja mempersulit cari kerjaan, noh negara lain kerjaan tanpa banyak persyaratan..ini di indo ngelamar jadi kasir aja harus spek model..hdehhh gaji 3 juta banyak mau nya","negara sndri aja mempersulit cari kerjaan, noh negara lain kerjaan tanpa banyak persyaratan..ini di indo ngelamar jadi kasir aja harus spek model..hdehhh gaji 3 juta banyak mau nya","negara sndri aja mempersulit cari kerjaan noh negara lain kerjaan tanpa banyak persyaratanini di indo ngelamar jadi kasir aja harus spek modelhdehhh gaji 3 juta banyak mau nya","negara sndri aja mempersulit cari kerjaan noh negara lain kerjaan tanpa banyak persyaratanini di indonesia ngelamar jadi kasir aja harus spek modelhdeh gaji 3 juta banyak mau nya","['negara', 'sndri', 'aja', 'sulit', 'cari', 'kerja', 'noh', 'negara', 'kerja', 'persyaratanini', 'indonesia', 'ngelamar', 'kasir', 'aja', 'spek', 'modelhdeh', 'gaji', 'juta']","negara sndri aja sulit cari kerja noh negara kerja persyaratanini indonesia ngelamar kasir aja spek modelhdeh gaji juta","negatif","0","0","2025-02-20 05:35:44"
"Trimmbel+’s comment: ini bukan tentang nasionalisme tapi tentang kebutuhan","ini bukan tentang nasionalisme tapi tentang kebutuhan","ini bukan tentang nasionalisme tapi tentang kebutuhan","ini bukan tentang nasionalisme tapi tentang kebutuhan","['nasionalisme', 'butuh']","nasionalisme butuh","netral","2","0","2025-02-15 07:26:34"
"Fauziadj’s comment: minimal ajakajak lah bang 😭","minimal ajakajak lah bang 😭","minimal ajakajak lah bang","minimal ajakajak lah bang","['minimal', 'ajakajak', 'bang']","minimal ajakajak bang","netral","1","0","2025-02-15 00:02:50"
"_iksan Farel_’s comment: yokkk kerja di luar negriiiiii🔥🔥🔥🔥🔥🔥🔥🔥","yokkk kerja di luar negriiiiii🔥🔥🔥🔥🔥🔥🔥🔥","yokkk kerja di luar negriiiiii","yok kerja di luar negri","['yok', 'kerja', 'negri']","yok kerja negri","positif","1","0","2025-02-19 04:08:58"
"Sur/LAW’s comment: Bahlil Mentri penipu kok didengerin. Rakyat nya aja dijual Ama dia demi kepentingan oligarki Aseng. ingat kasus Rempang/Galang?!
Kmren lagi masalah LPG 3kg. Negara bobrok,pemimpin korup","Bahlil Mentri penipu kok didengerin. Rakyat nya aja dijual Ama dia demi kepentingan oligarki Aseng. ingat kasus Rempang/Galang?!
Kmren lagi masalah LPG 3kg. Negara bobrok,pemimpin korup","bahlil mentri penipu kok didengerin rakyat nya aja dijual ama dia demi kepentingan oligarki aseng ingat kasus rempanggalang kmren lagi masalah lpg 3kg negara bobrokpemimpin korup","bahlil mentri penipu kok didengerin rakyat nya aja dijual ama dia demi kepentingan oligarki aseng ingat kasus rempanggalang kmren lagi masalah lpg 3kg negara bobrokpemimpin korup","['bahlil', 'tri', 'tipu', 'didengerin', 'rakyat', 'aja', 'jual', 'ama', 'penting', 'oligarki', 'aseng', 'rempanggalang', 'kmren', 'lpg', 'negara', 'bobrokpemimpin', 'korup']","bahlil tri tipu didengerin rakyat aja jual ama penting oligarki aseng rempanggalang kmren lpg negara bobrokpemimpin korup","negatif","0","0","2025-02-17 14:33:21"
"nur fatikhatun’s comment: realistis ka..
kita cinta Indonesia,tapi para pemimpin negri ini gak cinta rakyatnya","realistis ka..
kita cinta Indonesia,tapi para pemimpin negri ini gak cinta rakyatnya","realistis ka kita cinta indonesiatapi para pemimpin negri ini gak cinta rakyatnya","realistis ka kita cinta indonesiatapi para pemimpin negri ini tidak cinta rakyatnya","['realistis', 'ka', 'cinta', 'indonesiatapi', 'pimpin', 'negri', 'cinta', 'rakyat']","realistis ka cinta indonesiatapi pimpin negri cinta rakyat","negatif","0","0","2025-02-15 03:14:37"
"ジドニ’s comment: di Jepang cuma disuruh pindah ke pedesaan dapat uang 500 juta tapi kalo di Konoha malah pada di gusur rumahnya😅","di Jepang cuma disuruh pindah ke pedesaan dapat uang 500 juta tapi kalo di Konoha malah pada di gusur rumahnya😅","di jepang cuma disuruh pindah ke pedesaan dapat uang 500 juta tapi kalo di konoha malah pada di gusur rumahnya","di jepang cuma disuruh pindah ke pedesaan dapat uang 500 juta tapi kalau di konoha malah pada di gusur rumahnya","['jepang', 'suruh', 'pindah', 'desa', 'uang', 'juta', 'konoha', 'gusur', 'rumah']","jepang suruh pindah desa uang juta konoha gusur rumah","netral","0","0","2025-02-16 07:16:58"
"MAS. ROSSI’s comment: 😁😁😁😁😁😂😂😂 ya betul bang di jogetin aja buat orang ngomong nya g bermutu","😁😁😁😁😁😂😂😂 ya betul bang di jogetin aja buat orang ngomong nya g bermutu","ya betul bang di jogetin aja buat orang ngomong nya g bermutu","ya betul bang di jogetin aja buat orang ngomong nya tidak bermutu","['bang', 'jogetin', 'aja', 'orang', 'ngomong', 'mutu']","bang jogetin aja orang ngomong mutu","netral","0","0","2025-02-18 04:01:55"
"stoppp buat aku iri anj 😂😭 konten kek gini fyp terus","stoppp buat aku iri anj 😂😭 konten kek gini fyp terus","stoppp buat aku iri anj konten kek gini fyp terus","stop buat saya iri anj konten seperti gini fyp terus","['stop', 'iri', 'anj', 'konten', 'gin']","stop iri anj konten gin","netral","0","0","2025-02-11 14:55:57"
"💋💋💋’s comment: di posing ulang nikmir bg","di posing ulang nikmir bg","di posing ulang nikmir bg","di posing ulang nikmir bg","['posing', 'ulang', 'nikmir', 'bg']","posing ulang nikmir bg","netral","0","0","2025-02-19 13:28:20"
"Rinielong’s comment: kak seandainya aku bisa bahasa inggris sudah pasti d luar negri skrng capek banget mikir pemasukan dari mana sedang biaya hidup mahel bnget #kaburajadulu","kak seandainya aku bisa bahasa inggris sudah pasti d luar negri skrng capek banget mikir pemasukan dari mana sedang biaya hidup mahel bnget #kaburajadulu","kak seandainya aku bisa bahasa inggris sudah pasti d luar negri skrng capek banget mikir pemasukan dari mana sedang biaya hidup mahel bnget","kak seandainya saya bisa bahasa inggris sudah pasti d luar negri skrng capek banget mikir pemasukan dari mana sedang biaya hidup mahel bnget","['kak', 'anda', 'bahasa', 'inggris', 'negri', 'skrng', 'capek', 'banget', 'mikir', 'pasu', 'biaya', 'hidup', 'mahel', 'bnget']","kak anda bahasa inggris negri skrng capek banget mikir pasu biaya hidup mahel bnget","positif","0","0","2025-02-15 02:39:08"
